Wall time,Step,Value
1536869958.6353343,199,0.606246829032898
1536869972.9392004,399,0.5981128215789795
1536869987.4353085,599,0.6003912091255188
1536870001.8312218,799,0.6015014052391052
1536870016.221201,999,0.592018723487854
1536870030.6442719,1199,0.5929619669914246
1536870045.1924953,1399,0.5935181975364685
1536870059.7084353,1599,0.5908378958702087
1536870074.3123186,1799,0.5877496600151062
1536870089.200305,1999,0.5906513333320618
1536870104.3848882,2199,0.5902624130249023
1536870119.3469467,2399,0.5884568095207214
1536870134.6072328,2599,0.5884146690368652
1536870150.0882711,2799,0.5890417695045471
1536870165.5405016,2999,0.5888321995735168
1536870181.3006334,3199,0.5881741046905518
1536870196.9723604,3399,0.5864647626876831
1536870212.9628181,3599,0.5852149724960327
1536870228.8272426,3799,0.5837293863296509
1536870244.8833058,3999,0.5835633277893066
1536870260.8352523,4199,0.583415150642395
1536870276.7083838,4399,0.5833081007003784
1536870292.7804053,4599,0.5822872519493103
1536870308.6872654,4799,0.5827579498291016
1536870324.6795344,4999,0.5830900073051453
1536870340.580402,5199,0.5831762552261353
1536870356.5433655,5399,0.5829722285270691
1536870372.4952958,5599,0.5832750201225281
1536870388.5096195,5799,0.5825404524803162
1536870404.3952405,5999,0.5819934606552124
1536870420.4045548,6199,0.5827327966690063
1536870436.348075,6399,0.5821635723114014
1536870452.2443118,6599,0.5821308493614197
1536870468.0643551,6799,0.5829662084579468
1536870483.834022,6999,0.5832400321960449
1536870499.6683297,7199,0.5832959413528442
1536870515.5884159,7399,0.5828063488006592
1536870531.5894456,7599,0.5827075839042664
1536870547.4057696,7799,0.5816239714622498
1536870563.2402925,7999,0.5817251801490784
1536870579.1523764,8199,0.5816410779953003
1536870594.9856055,8399,0.5812473893165588
1536870611.035265,8599,0.5802494883537292
1536870626.887273,8799,0.5800661444664001
1536870642.893568,8999,0.5797525644302368
1536870658.9687757,9199,0.5797439217567444
1536870674.8362424,9399,0.5792020559310913
1536870690.8233008,9599,0.5788009762763977
1536870706.8112772,9799,0.5790461301803589
1536870722.8952954,9999,0.5791385173797607
1536870738.8912973,10199,0.5786892175674438
1536870754.8166828,10399,0.5779101252555847
1536870770.9015663,10599,0.5776751041412354
1536870786.8525693,10799,0.5773335695266724
1536870803.0672984,10999,0.5767148733139038
1536870819.3924153,11199,0.5769181847572327
1536870835.4432776,11399,0.5766661763191223
1536870851.7964067,11599,0.5766011476516724
1536870868.05634,11799,0.5765131711959839
1536870884.3204017,11999,0.5762345790863037
1536870900.7152736,12199,0.5759425163269043
1536870916.7124107,12399,0.5763864517211914
1536870932.9405353,12599,0.5761758089065552
1536870949.219894,12799,0.5759945511817932
1536870965.8245604,12999,0.5757939219474792
1536870982.6494234,13199,0.5759822726249695
1536870999.856476,13399,0.5754511952400208
1536871017.601159,13599,0.5753849148750305
1536871034.7407084,13799,0.5751006007194519
1536871051.2909336,13999,0.5746397376060486
1536871068.063272,14199,0.5744383931159973
1536871084.7823756,14399,0.5746753215789795
1536871101.2767084,14599,0.573969304561615
1536871117.9832597,14799,0.5738069415092468
1536871134.0364697,14999,0.5737762451171875
1536871150.5905724,15199,0.5732949376106262
1536871167.0232723,15399,0.5726872682571411
1536871183.7764347,15599,0.5723491311073303
1536871200.0245712,15799,0.5719191431999207
1536871216.0272493,15999,0.5708186030387878
1536871232.5370655,16199,0.5701715350151062
1536871249.1048088,16399,0.5697624087333679
1536871265.8284492,16599,0.5695526599884033
1536871282.5203118,16799,0.5700120329856873
1536871298.8405993,16999,0.5697389245033264
1536871315.5738764,17199,0.5698544383049011
1536871332.2355597,17399,0.5694475173950195
1536871349.3376057,17599,0.5691876411437988
1536871366.2124443,17799,0.5689871907234192
1536871382.3932157,17999,0.5685679316520691
1536871398.7033129,18199,0.5684128403663635
1536871415.6485214,18399,0.568069577217102
1536871431.9032946,18599,0.5677428245544434
1536871448.820428,18799,0.567387580871582
1536871465.4765844,18999,0.5671322345733643
1536871482.276718,19199,0.5669230222702026
1536871499.3320935,19399,0.5664154887199402
1536871515.9221392,19599,0.5665450692176819
1536871532.5047028,19799,0.5663958191871643
1536871548.8526313,19999,0.566521406173706
1536871565.356407,20199,0.5662962198257446
1536871581.6761372,20399,0.5663149952888489
1536871598.0192504,20599,0.5663453936576843
1536871614.4912825,20799,0.5661386847496033
1536871630.3437743,20999,0.5659655332565308
1536871646.720475,21199,0.5663468241691589
1536871662.867277,21399,0.5660371780395508
1536871678.9888513,21599,0.5656931400299072
1536871695.4992998,21799,0.5654273629188538
1536871711.9724734,21999,0.5654338598251343
1536871728.2004309,22199,0.5652444958686829
1536871744.4726667,22399,0.5650109052658081
1536871761.6565335,22599,0.5648297667503357
1536871778.7848487,22799,0.5646026730537415
1536871796.3441048,22999,0.5644489526748657
1536871814.6513312,23199,0.5644299387931824
1536871941.9206603,199,0.5583480596542358
1536871959.3166292,399,0.5648112297058105
1536871976.6365433,599,0.5507679581642151
1536871993.4112854,799,0.5593534111976624
1536872010.4769704,999,0.5496225357055664
1536872028.0645952,1199,0.5420235991477966
1536872045.1645029,1399,0.5421462655067444
1536872062.4125872,1599,0.5428968667984009
1536872079.3890812,1799,0.5377658009529114
1536872096.4008138,1999,0.5381444096565247
1536872113.411312,2199,0.54079669713974
1536872129.7097557,2399,0.5430034399032593
1536872146.5086734,2599,0.5448989868164062
1536872162.8727381,2799,0.544134795665741
1536872179.2614439,2999,0.5460430979728699
1536872195.839335,3199,0.5466489195823669
1536872212.605137,3399,0.547801673412323
1536872230.0238338,3599,0.5473218560218811
1536872246.592449,3799,0.5471511483192444
1536872262.8567512,3999,0.5462788939476013
1536872279.1406028,4199,0.545238196849823
1536872295.851267,4399,0.5450088381767273
1536872312.712529,4599,0.5457245707511902
1536872329.5926874,4799,0.5457197427749634
1536872346.5924604,4999,0.5451635718345642
1536872363.2444522,5199,0.5435529351234436
1536872379.7801192,5399,0.5434593558311462
1536872396.3084843,5599,0.5443094968795776
1536872412.8737578,5799,0.543633759021759
1536872429.8836517,5999,0.5438774228096008
1536872446.6369781,6199,0.5441483855247498
1536872463.61733,6399,0.5434167385101318
1536872481.0113823,6599,0.5433766841888428
1536872498.661102,6799,0.5441206693649292
1536872516.368875,6999,0.5441551208496094
1536872534.0984046,7199,0.5450313091278076
1536872552.1316972,7399,0.544304609298706
1536872569.6618414,7599,0.5441569685935974
1536872587.4033577,7799,0.5437487959861755
1536872605.0623484,7999,0.5443687438964844
1536872622.6633632,8199,0.543549656867981
1536872639.9032862,8399,0.5439239144325256
1536872656.9472852,8599,0.5441642999649048
1536872673.8633695,8799,0.5435207486152649
1536872691.27127,8999,0.5435488224029541
1536872708.7541468,9199,0.5434180498123169
1536872726.1192846,9399,0.5434421896934509
1536872743.1753798,9599,0.5433351397514343
1536872760.696236,9799,0.5431967973709106
1536872778.4633017,9999,0.543352484703064
1536872796.5931582,10199,0.5426253080368042
1536872814.501108,10399,0.5426769852638245
1536872831.8472881,10599,0.5418016314506531
1536872848.9069188,10799,0.5424147248268127
1536872865.5245595,10999,0.5423700213432312
1536872882.1072633,11199,0.5417861342430115
1536872898.5340545,11399,0.5415510535240173
1536872914.866001,11599,0.5413172841072083
1536872930.9085588,11799,0.5417088866233826
1536872947.1535404,11999,0.5424931049346924
1536872963.4512827,12199,0.5422122478485107
1536872979.3352923,12399,0.5420399904251099
1536872995.4856482,12599,0.5418257117271423
1536873011.5647757,12799,0.5418886542320251
1536873029.0607746,12999,0.5417585372924805
1536873045.980556,13199,0.5412579774856567
1536873062.7753956,13399,0.541473388671875
1536873079.0526114,13599,0.5420154929161072
1536873095.7192597,13799,0.5421586632728577
1536873111.9163888,13999,0.5422865748405457
1536873128.2606223,14199,0.5426564812660217
1536873144.6576252,14399,0.5425280332565308
1536873160.9738371,14599,0.5421832203865051
1536873177.323287,14799,0.5418059229850769
1536873193.7568464,14999,0.5418356657028198
1536873210.2699528,15199,0.5415855050086975
1536873226.7404282,15399,0.5411940813064575
1536873243.9268231,15599,0.5412427186965942
1536873261.4651206,15799,0.5414877533912659
1536873278.5856206,15999,0.541314423084259
1536873295.6325262,16199,0.5413105487823486
1536873311.960409,16399,0.5408307909965515
1536873328.2623973,16599,0.5407118201255798
1536873344.81131,16799,0.5407289862632751
1536873361.5685146,16999,0.5403617024421692
1536873378.2633219,17199,0.5403940677642822
1536873394.8530273,17399,0.5403434634208679
1536873411.4862323,17599,0.5399399995803833
1536873428.0820923,17799,0.5395135879516602
1536873444.7649162,17999,0.5396553874015808
1536873460.8845906,18199,0.5397478938102722
1536873477.423271,18399,0.5397297739982605
1536873493.859267,18599,0.5397255420684814
1536873509.9767604,18799,0.5397631525993347
1536873526.1763942,18999,0.5395015478134155
1536873542.393958,19199,0.5396973490715027
1536873559.100717,19399,0.5393261909484863
1536873575.4645255,19599,0.53916335105896
1536873592.1885707,19799,0.5389190316200256
1536873608.8909664,19999,0.5385990738868713
1536873625.397726,20199,0.5383497476577759
1536873641.9844308,20399,0.538555920124054
1536873658.713203,20599,0.5383914113044739
1536873675.455268,20799,0.5380622744560242
1536873692.277736,20999,0.5377587080001831
1536873709.692586,21199,0.5375738143920898
1536873727.0241666,21399,0.5371978282928467
1536873744.5527852,21599,0.5374312996864319
1536873761.3197155,21799,0.5373818874359131
1536873777.9782193,21999,0.5374155640602112
1536873794.8687024,22199,0.5372118353843689
1536873811.7885919,22399,0.5374810099601746
1536873828.4815407,22599,0.5375767946243286
1536873845.0201025,22799,0.5373387336730957
1536873862.0684917,22999,0.5372928977012634
1536873878.7713172,23199,0.5370415449142456
1536874003.7090554,199,0.5369426012039185
1536874021.3233016,399,0.5443901419639587
1536874038.6765656,599,0.5523495078086853
1536874055.9437675,799,0.5437928438186646
1536874073.0929165,999,0.5452903509140015
1536874090.4372785,1199,0.5444101691246033
1536874107.5096817,1399,0.5403095483779907
1536874124.6305974,1599,0.541009783744812
1536874141.7033775,1799,0.5441572666168213
1536874158.6687224,1999,0.5445215702056885
1536874175.3315184,2199,0.5462142825126648
1536874191.9443862,2399,0.5472354888916016
1536874208.792327,2599,0.5463843941688538
1536874225.4166858,2799,0.5446616411209106
1536874242.2008832,2999,0.5437180995941162
1536874258.688802,3199,0.5417237281799316
1536874275.5201867,3399,0.5415847301483154
1536874292.4005923,3599,0.5418944954872131
1536874309.1924102,3799,0.5411539673805237
1536874326.020571,3999,0.5390670895576477
1536874343.541048,4199,0.5357798933982849
1536874361.0697877,4399,0.5346276164054871
1536874378.307389,4599,0.534274160861969
1536874395.5127368,4799,0.5338637232780457
1536874412.624429,4999,0.5337040424346924
1536874430.1486814,5199,0.5330877304077148
1536874447.728762,5399,0.5325661897659302
1536874465.0966587,5599,0.5325683951377869
1536874482.636986,5799,0.531938910484314
1536874500.270843,5999,0.5313752889633179
