Wall time,Step,cnn_8_x4_nb,cnn_8_x4_b,cnn_32_x4
1537180564.43502,905,0.3452306986,0.3750944734,0.3407504261
1537180749.29736,906,0.343853116,0.3794935942,0.3406309485
1537180849.09501,907,0.3451601565,0.379870683,0.341372937
1537180916.04475,908,0.3435374796,0.37987113,0.3408810794
1537181302.98826,909,0.3441465795,0.3800993264,0.3420487344
1537181521.91841,910,0.3480438888,0.3796013892,0.3422887921
1537181657.21979,911,0.3495083451,0.382124424,0.3429577053
1537181758.26961,912,0.349092871,0.3800379038,0.343236655
1537181791.65238,913,0.3494344354,0.3807153702,0.3421450555
1537181808.65844,914,0.3495031595,0.379263401,0.3421334922
1537181977.85692,915,0.3503874838,0.3791185319,0.3419206142
1537181994.8565,916,0.3503798544,0.3793185651,0.3417479396
1537182342.04861,917,0.3329629004,0.3796307445,0.3417391479
1537182393.5568,918,0.3401551843,0.3806846142,0.341609329
1537182577.40857,919,0.3406712711,0.3805684447,0.3418631852
1537182594.00339,920,0.3412100673,0.3811289668,0.3425283134
1537182644.47207,921,0.3411434293,0.3808673024,0.3426252007
1537182812.79868,922,0.3383490443,0.416351378,0.342292726
1537182937.78361,923,0.3401074708,0.3744092882,0.3423563838
1537183009.5504,924,0.3419808447,0.3797090054,0.3427486122
1537183081.6047,925,0.343070209,0.3773870468,0.3254777193
1537183243.51316,926,0.343457073,0.3763124645,0.3311157525
1537183332.91911,927,0.3437759876,0.374591887,0.3403715789
1537183368.47993,928,0.344384551,0.380325973,0.3353087604
1537183402.76075,929,0.3447475135,0.3819057047,0.3349545002
1537183555.63932,930,0.3452799022,0.3824328482,0.338346988
1537183640.44811,931,0.3455385864,0.3794723451,0.3405332863
1537183725.59669,932,0.346549511,0.3804648221,0.3413300514
1537183961.42165,933,0.3479461372,0.382376045,0.3411161005
1537183978.20045,934,0.3478694558,0.3816242814,0.3431768715
1537184011.83661,935,0.3479950726,0.3815480173,0.342903614
1537184098.04199,936,0.3491227329,0.38192904,0.3430908918
1537184361.36029,937,0.3312351704,0.382866621,0.3428674638
1537184463.08453,938,0.3308954835,0.3828300238,0.3427894711
1537184683.26072,939,0.344181478,0.3826391399,0.3423043489
1537184835.12447,940,0.339568764,0.3870125115,0.3418825865
1537184868.92047,941,0.3398679793,0.3733133078,0.3423115015
1537184936.47658,942,0.3395836651,0.3721313775,0.3421237767
1537184953.2633,943,0.3398880064,0.3771533668,0.3429498672
1537185021.17131,944,0.3382234871,0.3749351203,0.3426749706
1537185121.83342,945,0.3386982381,0.3787158728,0.3421137333
1537185220.14002,946,0.3404768407,0.379674077,0.3418118358
1537185301.76068,947,0.3415812552,0.3782504499,0.3418337107
1537185350.48594,948,0.3418008983,0.3790697753,0.3419865072
1537185382.87667,949,0.3420399129,0.3821703494,0.3413754106
1537185565.00595,950,0.3457453549,0.3851969838,0.3420310616
1537185636.40766,951,0.3463613391,0.3871688247,0.3425892591
1537185788.04507,952,0.3459574282,0.3869021833,0.3426850736
1537185853.22411,953,0.3461998105,0.3871482313,0.3433405161
1537185923.0966,954,0.3468827009,0.3867130876,0.3440926075
1537186013.19969,955,0.3476305008,0.3856105506,0.3443074524
1537186031.145,956,0.3473208249,0.3850747943,0.3449971676
1537186104.23853,957,0.347158432,0.3852625489,0.3451705575
1537186229.38896,958,0.3482457995,0.4064569473,0.345659107
1537186415.9725,959,0.3505397141,0.4087061584,0.3452493548
1537186451.55308,960,0.3425721526,0.387824893,0.3458462059
1537186487.73538,961,0.3441521525,0.3831905425,0.3459700346
1537186506.15587,962,0.3418735564,0.3788523078,0.3460535705
1537186659.56947,963,0.3440081775,0.378767848,0.3455962539
1537186676.48202,964,0.3462126851,0.3811016381,0.34531039
1537186693.71122,965,0.3460725248,0.3790300786,0.3455073535
1537186801.16484,966,0.3432005048,0.3785608411,0.3462566733
1537187003.86461,967,0.3448989093,0.3784064054,0.3469041586
1537187086.85954,968,0.3441859484,0.3770697713,0.3464697003
1537187223.37999,969,0.3451872766,0.3764869273,0.3291174471
1537187259.2875,970,0.345980525,0.3753963113,0.333399713
1537187435.81022,971,0.3466702998,0.3790563345,0.330352664
1537187470.75623,972,0.3469247222,0.380779773,0.3327813447
1537187727.52204,973,0.3465761542,0.3784431219,0.3326177895
1537187915.43106,974,0.3449122906,0.3780725896,0.3319861889
1537187948.34509,975,0.3449448943,0.3789030612,0.3306437135
1537188013.9074,976,0.3449580371,0.3801342547,0.3328590095
1537188046.34043,977,0.3451704383,0.3801839352,0.3333376348
1537188212.12312,978,0.3460483551,0.3802488744,0.3347555697
1537188263.82337,979,0.3462673426,0.3805353343,0.3358659446
1537188508.13102,980,0.328712374,0.3650805652,0.3344812393
1537188734.32122,981,0.330670625,0.3668369353,0.3327677846
1537188769.56019,982,0.3301849365,0.3725397289,0.333799392
1537188960.84093,983,0.3329457641,0.369370997,0.333239466
1537189083.12412,984,0.3379635513,0.3744650781,0.3327924907
1537189135.75145,985,0.3364281356,0.3757505119,0.3322470188
1537189207.32089,986,0.3388699889,0.3734057248,0.3320426941
1537189296.82698,987,0.3400196731,0.3729940653,0.3315407336
1537189458.41116,988,0.3428219259,0.3712786436,0.3315674663
1537189654.13107,989,0.3447414339,0.3740147948,0.3311088681
1537189779.5256,990,0.3441447914,0.3738389015,0.3317072093
1537189903.38479,991,0.3447422683,0.3731435239,0.331032902
1537190080.04703,992,0.3440876603,0.37332654,0.3312678337
1537190133.69702,993,0.3439933956,0.372531563,0.3313566744
1537190205.94832,994,0.3447324634,0.374319464,0.331697762
1537190224.01259,995,0.3446097374,0.3732183576,0.3315227032
1537190313.24923,996,0.345153898,0.3744661808,0.331148684
1537190421.11802,997,0.3466454744,0.376485616,0.3318371475
1537190457.15782,998,0.3470918536,0.377623409,0.3317568302
1537190492.3867,999,0.3470237553,0.3780681193,0.3327156007
,1000,,,0.3341740966
,1001,,,0.3339773118
,1002,,,0.3344430625
,1003,,,0.3353163898
,1004,,,0.3354722559
,1005,,,0.3360334337
,1006,,,0.3358094692
,1007,,,0.3354215622
,1008,,,0.3357244432
,1009,,,0.3359777927
,1010,,,0.3360401392
,1011,,,0.3362474442
,1012,,,0.377566278
,1013,,,0.3281292915
,1014,,,0.3418187499
,1015,,,0.3417476714
,1016,,,0.3414334357
,1017,,,0.3400571346
,1018,,,0.3363411129
,1019,,,0.3357168734
,1020,,,0.3349013329
,1021,,,0.334161222
,1022,,,0.3329482675
,1023,,,0.3328669071
,1024,,,0.3333186507
,1025,,,0.3330689073
,1026,,,0.3321149051
,1027,,,0.3309493661
,1028,,,0.3304853737
,1029,,,0.3307417333
,1030,,,0.3325392306
,1031,,,0.3333173096
,1032,,,0.3334845304
,1033,,,0.3337452412
,1034,,,0.333697021
,1035,,,0.3349699676
,1036,,,0.3350053132
,1037,,,0.3351199329
,1038,,,0.3348045051
,1039,,,0.3348059654
,1040,,,0.3342680633
,1041,,,0.3342089653
,1042,,,0.3344464302
,1043,,,0.334564954
,1044,,,0.3356581628
,1045,,,0.3356693089
,1046,,,0.3358098567
,1047,,,0.336304456
,1048,,,0.3365994394
,1049,,,0.3216649294
,1050,,,0.3266890943
,1051,,,0.3210820556
,1052,,,0.3254776001
,1053,,,0.3267098069
,1054,,,0.3265780807
,1055,,,0.3282716274
,1056,,,0.3245695829
,1057,,,0.3245903254
,1058,,,0.326066494
,1059,,,0.3253293633
,1060,,,0.3254515827
,1061,,,0.326671809
,1062,,,0.3266431987
,1063,,,0.3252357244
,1064,,,0.3254131675
,1065,,,0.3260255158
,1066,,,0.3262930512
,1067,,,0.3270916939
,1068,,,0.3272806704
,1069,,,0.3278953731
,1070,,,0.3276686966
,1071,,,0.3281051219
,1072,,,0.3280061781
,1073,,,0.3283714652
,1074,,,0.3290568888
,1075,,,0.3289578557
,1076,,,0.3297659159
,1077,,,0.329898566
,1078,,,0.3294455707
,1079,,,0.3290386796
,1080,,,0.3288662136
,1081,,,0.329493016
,1082,,,0.3301659226
,1083,,,0.3276681602
,1084,,,0.3296733201
,1085,,,0.3323290348
,1086,,,0.334666729
,1087,,,0.3281241953
,1088,,,0.3281769753
,1089,,,0.3241863251
,1090,,,0.3219611347
,1091,,,0.3271637559
,1092,,,0.3242646158
,1093,,,0.3232399821
,1094,,,0.3217229545
,1095,,,0.3233444691
,1096,,,0.3228395283
,1097,,,0.3236602843
,1098,,,0.3210120797
,1099,,,0.3225004375
,1100,,,0.3231567144
,1101,,,0.3232590258
,1102,,,0.3234173357
,1103,,,0.323489219
,1104,,,0.3243758976
,1105,,,0.3244992495
,1106,,,0.3242089152
,1107,,,0.3233694732
,1108,,,0.3238925338
,1109,,,0.3236373365
,1110,,,0.3231630623
,1111,,,0.3231475353
,1112,,,0.3231398761
,1113,,,0.3228273392
,1114,,,0.3243630826
,1115,,,0.3246960342
,1116,,,0.3245736063
,1117,,,0.324783951
,1118,,,0.3261380792
,1119,,,0.3255719841
,1120,,,0.3255981803
,1121,,,0.3254062533
,1122,,,0.3251513243
,1123,,,0.3251447082
,1124,,,0.3259509206
,1125,,,0.3257839382
,1126,,,0.3251439035
,1127,,,0.3250987232
,1128,,,0.3256042302
,1129,,,0.2975034714
,1130,,,0.3071459532
,1131,,,0.303165853
,1132,,,0.3076704443
,1133,,,0.3141563833
,1134,,,0.3165279925
,1135,,,0.3162038624
,1136,,,0.3176228106
,1137,,,0.3147333264
,1138,,,0.3212766051
,1139,,,0.318926245
,1140,,,0.3203586638
,1141,,,0.3186728954
,1142,,,0.320109427
,1143,,,0.3204070628
,1144,,,0.3201784194
,1145,,,0.3197195232
,1146,,,0.3189307749
,1147,,,0.3190623522
,1148,,,0.3216712773
,1149,,,0.321092546
,1150,,,0.3206982911
,1151,,,0.3217424154
,1152,,,0.3214499056
,1153,,,0.3218950331
,1154,,,0.3218052685
,1155,,,0.3219457567
,1156,,,0.3215008676
,1157,,,0.3216358721
,1158,,,0.3215355873
,1159,,,0.3221996427
,1160,,,0.3220716119
,1161,,,0.3227227032
,1162,,,0.3227698803
,1163,,,0.3223698735
,1164,,,0.3220658302
,1165,,,0.3227574229
,1166,,,0.3194565475
,1167,,,0.3233289719
,1168,,,0.3162461519
,1169,,,0.3115127683
,1170,,,0.3135516942
,1171,,,0.318548739
,1172,,,0.3176980615
,1173,,,0.3175941408
,1174,,,0.316249162
,1175,,,0.3163917065
,1176,,,0.3151857555
,1177,,,0.3203696311
,1178,,,0.3197847605
,1179,,,0.321591109
,1180,,,0.3200877011
,1181,,,0.3204496503
,1182,,,0.3195619583
,1183,,,0.3203299046
,1184,,,0.3207303584
,1185,,,0.3212019205
,1186,,,0.3214997053
,1187,,,0.3217393756
,1188,,,0.3239442706
,1189,,,0.3237705529
,1190,,,0.3235049248
,1191,,,0.3240753412
,1192,,,0.3240756691
,1193,,,0.3242684603
,1194,,,0.3241949975
,1195,,,0.3243038952
,1196,,,0.3243533075
,1197,,,0.3241599202
,1198,,,0.3243232965
,1199,,,0.3242432177
,1200,,,0.3244866133
,1201,,,0.3251693249
,1202,,,0.3252879083
,1203,,,0.3248877227
,1204,,,0.324818939
,1205,,,0.3243908584
,1206,,,0.3242981732
,1207,,,0.3196933568
,1208,,,0.32212767
,1209,,,0.3182553649
,1210,,,0.3140571713
,1211,,,0.3105145991
,1212,,,0.3112652898
,1213,,,0.3129870892
,1214,,,0.3137542009
,1215,,,0.3142989576
,1216,,,0.3148651421
,1217,,,0.3163009286
,1218,,,0.3151800036
,1219,,,0.3176333308
,1220,,,0.3182578683
,1221,,,0.3173584342
,1222,,,0.3177202642
,1223,,,0.3185105622
,1224,,,0.3179389834
,1225,,,0.3180947602
,1226,,,0.3193347752
,1227,,,0.3199813664
,1228,,,0.319614917
,1229,,,0.3209618032
,1230,,,0.3197958171
,1231,,,0.3202567399
,1232,,,0.3201438785
,1233,,,0.3201677799
,1234,,,0.3201858997
,1235,,,0.319776386
,1236,,,0.3188538253
,1237,,,0.3196266294
,1238,,,0.320541203
,1239,,,0.3208304048
,1240,,,0.3218530416
,1241,,,0.3215763569
,1242,,,0.3215405047
,1243,,,0.3215113282
,1244,,,0.321519196
,1245,,,0.3210093975
,1246,,,0.3209949732
,1247,,,0.3208344877
,1248,,,0.3208492696
,1249,,,0.3233891428
,1250,,,0.3175517619
,1251,,,0.3175691962
,1252,,,0.3143449724
,1253,,,0.314561218
,1254,,,0.314080447
,1255,,,0.3150067329
,1256,,,0.3153695166
,1257,,,0.3129064441
,1258,,,0.3120495975
,1259,,,0.314239949
,1260,,,0.3142605722
,1261,,,0.313188076
,1262,,,0.3118825853
,1263,,,0.3102759421
,1264,,,0.3093751669
,1265,,,0.3090431988
,1266,,,0.3065765798
,1267,,,0.3082566261
,1268,,,0.3076227307
,1269,,,0.3092162907
,1270,,,0.3116348088
,1271,,,0.3115410805
,1272,,,0.3117517531
,1273,,,0.3121300936
,1274,,,0.3118962348
,1275,,,0.3123703897
,1276,,,0.3126391768
,1277,,,0.3126150966
,1278,,,0.313046813
,1279,,,0.3131721914
,1280,,,0.3131133616
,1281,,,0.3125087917
,1282,,,0.312651664
,1283,,,0.312459439
,1284,,,0.3132799864
,1285,,,0.3138979077
,1286,,,0.3136645257
,1287,,,0.3140515685
,1288,,,0.3142167628
,1289,,,0.3140646219
,1290,,,0.3145035505
,1291,,,0.3146264255
,1292,,,0.3144853711
,1293,,,0.3137747645
,1294,,,0.3143764436
,1295,,,0.3148261607
,1296,,,0.3148180544
,1297,,,0.3146372437
,1298,,,0.3149575591
,1299,,,0.3150801063
,1300,,,0.3147699833
,1301,,,0.2730439007
,1302,,,0.2912994623
,1303,,,0.3016855419
,1304,,,0.3039900661
,1305,,,0.2987019718
,1306,,,0.3041048944
,1307,,,0.303974092
,1308,,,0.303132683
,1309,,,0.3001492023
,1310,,,0.3013628125
,1311,,,0.3043254316
,1312,,,0.3056854904
,1313,,,0.3069112599
,1314,,,0.3081945479
,1315,,,0.3072510958
,1316,,,0.3075323403
,1317,,,0.3087936938
,1318,,,0.3093905151
,1319,,,0.3101584613
,1320,,,0.3097353578
,1321,,,0.3096518219
,1322,,,0.3101047575
,1323,,,0.3113560975
,1324,,,0.311075896
,1325,,,0.310043633
,1326,,,0.3091802895
,1327,,,0.3097220659
,1328,,,0.3092869222
,1329,,,0.3082389832
,1330,,,0.3086482882
,1331,,,0.3092208803
,1332,,,0.3098479211
,1333,,,0.3099825084
,1334,,,0.3099088073
,1335,,,0.3094710112
,1336,,,0.3094312251
,1337,,,0.309753567
,1338,,,0.3095349371
,1339,,,0.3092124164
,1340,,,0.3084551096
,1341,,,0.3085039854
,1342,,,0.3082012236
,1343,,,0.3091910481
,1344,,,0.3089912534
,1345,,,0.3094241023
,1346,,,0.2866959572
,1347,,,0.2808658779
,1348,,,0.2863096893
,1349,,,0.2967905998
,1350,,,0.2957311571
,1351,,,0.2988596559
,1352,,,0.30216223
,1353,,,0.3031747937
,1354,,,0.3058388531
,1355,,,0.3065299094
,1356,,,0.3073813617
,1357,,,0.3095403314
,1358,,,0.3096354306
,1359,,,0.31065467
,1360,,,0.3126916587
,1361,,,0.3121731281
,1362,,,0.3122353256
,1363,,,0.3120544553
,1364,,,0.3114344776
,1365,,,0.3106974661
,1366,,,0.3104121387
,1367,,,0.310436815
,1368,,,0.3104956746
,1369,,,0.3099719882
,1370,,,0.3096455634
,1371,,,0.3100541532
,1372,,,0.3102344871
,1373,,,0.3105063438
,1374,,,0.3109676838
,1375,,,0.3106921613
,1376,,,0.3106600642
,1377,,,0.3100845218
,1378,,,0.3106001019
,1379,,,0.310059607
,1380,,,0.3112204075
,1381,,,0.3112229109
,1382,,,0.2800676823
,1383,,,0.2864899039
,1384,,,0.2817482352
,1385,,,0.2888378501
,1386,,,0.2898655534
,1387,,,0.2896985114
,1388,,,0.2890549898
,1389,,,0.2891703248
,1390,,,0.2876675725
,1391,,,0.2861676812
,1392,,,0.2885613441
,1393,,,0.2888261676
,1394,,,0.2893259227
,1395,,,0.2905383706
,1396,,,0.2911565304
,1397,,,0.2960073352
,1398,,,0.2969513535
,1399,,,0.2971760631
,1400,,,0.2989300787
,1401,,,0.2994354665
,1402,,,0.2993527949
,1403,,,0.2992025316
,1404,,,0.3003654778
,1405,,,0.2999227345
,1406,,,0.300154686
,1407,,,0.2997680008
,1408,,,0.299543947
,1409,,,0.2998933792
,1410,,,0.3002316952
,1411,,,0.3016427457
,1412,,,0.3012282252
,1413,,,0.3016757667
,1414,,,0.301712364
,1415,,,0.3014573753
,1416,,,0.3015422225
,1417,,,0.3026776314
,1418,,,0.3035019338
,1419,,,0.3041809201
,1420,,,0.3045674264
,1421,,,0.3045394719
,1422,,,0.3041029274
,1423,,,0.3033202887
,1424,,,0.3049591184
,1425,,,0.3052264154
,1426,,,0.3049942553
,1427,,,0.3046089411
,1428,,,0.3045883179
,1429,,,0.2737374008
,1430,,,0.314738512
,1431,,,0.3153093755
,1432,,,0.3149569929
,1433,,,0.3020446301
,1434,,,0.3029130101
,1435,,,0.3025411069
,1436,,,0.3039913476
,1437,,,0.3031949699
,1438,,,0.3021539152
,1439,,,0.3002961576
,1440,,,0.3017268181
,1441,,,0.3013927341
,1442,,,0.3011418879
,1443,,,0.3011107743
,1444,,,0.300483346
,1445,,,0.3000323474
,1446,,,0.2990188003
,1447,,,0.298129648
,1448,,,0.2989152372
,1449,,,0.2999562323
,1450,,,0.2995770574
,1451,,,0.3005181849
,1452,,,0.3003492355
,1453,,,0.3006597161
,1454,,,0.3003544807
,1455,,,0.3003821969
,1456,,,0.3005139232
,1457,,,0.3012256324
,1458,,,0.3009953499
,1459,,,0.3014409542
,1460,,,0.3021193743
,1461,,,0.3026103079
,1462,,,0.3028140962
,1463,,,0.3026866913
,1464,,,0.3019345403
,1465,,,0.3018488288
,1466,,,0.301352948
,1467,,,0.3024171293
,1468,,,0.3018070459
,1469,,,0.3021296859
,1470,,,0.3021196723
,1471,,,0.3028236032
,1472,,,0.303439647
,1473,,,0.3279410899
,1474,,,0.3010197282
,1475,,,0.299898833
,1476,,,0.2973743081
,1477,,,0.3009087443
,1478,,,0.3002982438
,1479,,,0.2983523905
,1480,,,0.2954308689
,1481,,,0.2922776043
,1482,,,0.2888289094
,1483,,,0.2890224457
,1484,,,0.2900155783
,1485,,,0.2894102633
,1486,,,0.2895678878
,1487,,,0.2912352383
,1488,,,0.2914875746
,1489,,,0.2914892733
,1490,,,0.293502748
,1491,,,0.2951049507
,1492,,,0.2976866961
,1493,,,0.2983365953
,1494,,,0.2984251082
,1495,,,0.2985304594
,1496,,,0.29981637
,1497,,,0.2994274199
,1498,,,0.3008876145
,1499,,,0.3019234836
,1500,,,0.3014144897
,1501,,,0.301255703
,1502,,,0.3011806309
,1503,,,0.3007995486
,1504,,,0.3007791936
,1505,,,0.3009287119
,1506,,,0.301027298
,1507,,,0.3009565473
,1508,,,0.3023405671
,1509,,,0.3014157116
,1510,,,0.3014026582
,1511,,,0.3016355336
,1512,,,0.2929926217
,1513,,,0.295633167
,1514,,,0.2907067835
,1515,,,0.2884224653
,1516,,,0.287401557
,1517,,,0.2909785807
,1518,,,0.2934222221
,1519,,,0.2918151915
,1520,,,0.2910676599
,1521,,,0.2918308675
,1522,,,0.2921034098
,1523,,,0.291918546
,1524,,,0.295037508
,1525,,,0.2840664089
,1526,,,0.2930062115
,1527,,,0.2885327041
,1528,,,0.2869583368
,1529,,,0.294428587
,1530,,,0.2986343801
,1531,,,0.3019940853
,1532,,,0.3035463393
,1533,,,0.3036048412
,1534,,,0.3030464351
,1535,,,0.3035467267
,1536,,,0.3033129573
,1537,,,0.3033670485
,1538,,,0.3041532338
,1539,,,0.3034678996
,1540,,,0.3042606115
,1541,,,0.3042164445
,1542,,,0.3050223887
,1543,,,0.3042515218
,1544,,,0.3043669164
,1545,,,0.3042442501
,1546,,,0.3047404885
,1547,,,0.3064292371
,1548,,,0.3055928946
,1549,,,0.3061379492
,1550,,,0.3061527312
,1551,,,0.3076599836
,1552,,,0.3075326383
,1553,,,0.3078907728
,1554,,,0.3082131147
,1555,,,0.2945989966
,1556,,,0.2892077863
,1557,,,0.2873565257
,1558,,,0.2962961793
,1559,,,0.2964709401
,1560,,,0.2966981232
,1561,,,0.2967139482
,1562,,,0.2965016663
,1563,,,0.2947749794
,1564,,,0.2940818369
,1565,,,0.2938397527
,1566,,,0.294272393
,1567,,,0.2921253741
,1568,,,0.2925345898
,1569,,,0.2936942875
,1570,,,0.2945700884
,1571,,,0.294698
,1572,,,0.2947307229
,1573,,,0.2947767973
,1574,,,0.2950728536
,1575,,,0.2957158983
,1576,,,0.295445621
,1577,,,0.2957713306
,1578,,,0.2960160971
,1579,,,0.2959452271
,1580,,,0.2979934514
,1581,,,0.2974499166
,1582,,,0.2975350022
,1583,,,0.2981078923
,1584,,,0.2997607291
,1585,,,0.3005396426
,1586,,,0.3005095422
,1587,,,0.3001669645
,1588,,,0.3155432045
,1589,,,0.2869364321
,1590,,,0.3069750965
,1591,,,0.2945803702
,1592,,,0.2951679826
,1593,,,0.3015256822
,1594,,,0.3025254011
,1595,,,0.300868839
,1596,,,0.3003441393
,1597,,,0.3010627031
,1598,,,0.3011409342
,1599,,,0.3007101417
,1600,,,0.3007837236
,1601,,,0.3001901805
,1602,,,0.3015374839
,1603,,,0.3021436632
,1604,,,0.3020171225
,1605,,,0.3025868833
,1606,,,0.3027743697
,1607,,,0.3021279275
,1608,,,0.3016662896
,1609,,,0.3017061353
,1610,,,0.3019105792
,1611,,,0.3029392064
,1612,,,0.302781105
,1613,,,0.3021860719
,1614,,,0.3017672002
,1615,,,0.3015759587
,1616,,,0.3017296195
,1617,,,0.3023539484
,1618,,,0.3027255535
,1619,,,0.3024683893
,1620,,,0.3028135896
,1621,,,0.2784587741
,1622,,,0.2835752368
,1623,,,0.2861427963
,1624,,,0.2880168259
,1625,,,0.2875392139
,1626,,,0.2895556688
,1627,,,0.290135622
,1628,,,0.2909436226
,1629,,,0.2918362916
,1630,,,0.2895527482
,1631,,,0.2892988622
,1632,,,0.2895642817
,1633,,,0.290869683
,1634,,,0.29036358
,1635,,,0.2917484045
,1636,,,0.291695416
,1637,,,0.2925336063
,1638,,,0.2922790945
,1639,,,0.2926906943
,1640,,,0.2924606204
,1641,,,0.2922452986
,1642,,,0.292882055
,1643,,,0.2934541702
,1644,,,0.2952775955
,1645,,,0.2950105965
,1646,,,0.2951199114
,1647,,,0.31453529
,1648,,,0.2852092385
,1649,,,0.2857169211
,1650,,,0.2854318023
,1651,,,0.2874638736
,1652,,,0.2854083776
,1653,,,0.2868537605
,1654,,,0.2861989737
,1655,,,0.2869339585
,1656,,,0.2870037258
,1657,,,0.2865860164
,1658,,,0.2860569954
,1659,,,0.286125809
,1660,,,0.2866657972
,1661,,,0.2874370515
,1662,,,0.2887840271
,1663,,,0.2886478603
,1664,,,0.2884095907
,1665,,,0.2890453041
,1666,,,0.2892928421
,1667,,,0.289040029
,1668,,,0.2894218862
,1669,,,0.2901937366
,1670,,,0.2901113927
,1671,,,0.2917204797
,1672,,,0.2912182808
,1673,,,0.2912942767
,1674,,,0.2912245393
,1675,,,0.2917204201
,1676,,,0.2907812893
,1677,,,0.2910943031
,1678,,,0.2915002406
,1679,,,0.2916827202
,1680,,,0.2878347933
,1681,,,0.3069432378
,1682,,,0.3076776862
,1683,,,0.3025557697
,1684,,,0.3014614582
,1685,,,0.3012156188
,1686,,,0.294849664
,1687,,,0.2923372388
,1688,,,0.2991090715
,1689,,,0.3002496064
,1690,,,0.3006557822
,1691,,,0.2997135818
,1692,,,0.3005490303
,1693,,,0.3008659184
,1694,,,0.299777925
,1695,,,0.2965489924
,1696,,,0.2937687635
,1697,,,0.2950865924
,1698,,,0.294901222
,1699,,,0.2948301435
,1700,,,0.2944777608
,1701,,,0.2939785123
,1702,,,0.2944833934
,1703,,,0.2944276333
,1704,,,0.2938649654
,1705,,,0.2942845225
,1706,,,0.2936972678
,1707,,,0.2944822609
,1708,,,0.2947580218
,1709,,,0.2952595949
,1710,,,0.2954164445
,1711,,,0.2954606116
,1712,,,0.2955199182
,1713,,,0.2950007915
,1714,,,0.2950596511
,1715,,,0.2952546775
,1716,,,0.2956639826
,1717,,,0.2957689166
,1718,,,0.2951150239
,1719,,,0.2948947251
,1720,,,0.2953768075
,1721,,,0.2626563609
,1722,,,0.2820447683
,1723,,,0.2773475945
,1724,,,0.2807540298
,1725,,,0.2802357972
,1726,,,0.2814996243
,1727,,,0.2857835889
,1728,,,0.2845081687
,1729,,,0.2863550186
,1730,,,0.2854107022
,1731,,,0.2845349312
,1732,,,0.2848931849
,1733,,,0.2879014909
,1734,,,0.2910039425
,1735,,,0.291413337
,1736,,,0.2925152779
,1737,,,0.2908477485
,1738,,,0.2901299596
,1739,,,0.2892576158
,1740,,,0.28932935
,1741,,,0.2887056172
,1742,,,0.289039135
,1743,,,0.2895577252
,1744,,,0.2884370983
,1745,,,0.2883669138
,1746,,,0.2884905636
,1747,,,0.2884526253
,1748,,,0.2897193134
,1749,,,0.2898818254
,1750,,,0.2896209359
,1751,,,0.2893923819
,1752,,,0.2894015014
,1753,,,0.2880045474
,1754,,,0.2892777622
,1755,,,0.2892879546
,1756,,,0.2894591987
,1757,,,0.290135026
,1758,,,0.2903689146
,1759,,,0.2899481952
,1760,,,0.2902561724
,1761,,,0.2906965613
,1762,,,0.2905891836
,1763,,,0.2912349999
,1764,,,0.2912954092
,1765,,,0.2915936112
,1766,,,0.2916847169
,1767,,,0.2914303243
,1768,,,0.2917610705
,1769,,,0.2615180016
,1770,,,0.2623943985
,1771,,,0.2584795356
,1772,,,0.2770906091
,1773,,,0.2779756486
,1774,,,0.2795007527
,1775,,,0.2779125273
,1776,,,0.2786668837
,1777,,,0.2772227228
,1778,,,0.2790394127
,1779,,,0.2770187855
,1780,,,0.2841031849
,1781,,,0.2868209481
,1782,,,0.2869515419
,1783,,,0.2871785164
,1784,,,0.2870763242
,1785,,,0.2870819867
,1786,,,0.287173003
,1787,,,0.2869193554
,1788,,,0.2869550884
,1789,,,0.2869713902
,1790,,,0.287202239
,1791,,,0.2879044116
,1792,,,0.288303256
,1793,,,0.2880922258
,1794,,,0.2879274487
,1795,,,0.2885156572
,1796,,,0.2878668606
,1797,,,0.2875156999
,1798,,,0.2880252898
,1799,,,0.2883711755
,1800,,,0.2885727286
,1801,,,0.2885012031
,1802,,,0.2881929576
,1803,,,0.288315773
,1804,,,0.2882865071
,1805,,,0.287879169
,1806,,,0.2878077328
,1807,,,0.2878905833
,1808,,,0.2881556153
,1809,,,0.2890921235
,1810,,,0.2960895002
,1811,,,0.294421345
,1812,,,0.2819163501
,1813,,,0.2693323493
,1814,,,0.2788789272
,1815,,,0.2801653743
,1816,,,0.2799561322
,1817,,,0.2787154019
,1818,,,0.2774927914
,1819,,,0.2783394456
,1820,,,0.2776322663
,1821,,,0.2773351967
,1822,,,0.277983129
,1823,,,0.2783068717
,1824,,,0.2782522738
,1825,,,0.2789163888
,1826,,,0.277826488
,1827,,,0.2782583833
,1828,,,0.2785425484
,1829,,,0.2785304487
,1830,,,0.2804996371
,1831,,,0.2807159722
,1832,,,0.2809044719
,1833,,,0.2814439535
,1834,,,0.2812819183
,1835,,,0.2841203809
,1836,,,0.285343945
,1837,,,0.2847129405
,1838,,,0.2859544158
,1839,,,0.2862554491
,1840,,,0.2867096961
,1841,,,0.2873902917
,1842,,,0.2872028649
,1843,,,0.2875288427
,1844,,,0.2887271345
,1845,,,0.2892249525
,1846,,,0.2893264592
,1847,,,0.2891224921
,1848,,,0.2888908982
,1849,,,0.2889760137
,1850,,,0.2891798317
,1851,,,0.2901772857
,1852,,,0.2679781318
,1853,,,0.276989013
,1854,,,0.276787132
,1855,,,0.2802677155
,1856,,,0.2831673026
,1857,,,0.2809927762
