Wall time,Step,Value
1537792505.6052253,0,0.35024502873420715
1537792585.1030328,0,0.6504275798797607
1537792664.426213,0,0.6969347596168518
1537792743.7853916,0,0.7045258283615112
1537792823.0785933,0,0.7086576223373413
1537792902.4652445,0,0.7118285894393921
1537792981.7459662,0,0.7139425277709961
1537793061.0379677,0,0.7154799699783325
1537793140.3172174,0,0.7167291045188904
