Wall time,Step,Value
1537870293.3202136,0,0.0
1537872598.2640028,1,0.0
1537874904.195897,2,0.0
1537877218.9291925,3,0.0005765350069850683
1537879534.6633532,4,0.013068127445876598
1537881843.473352,5,0.007591044530272484
1537884171.042062,6,0.01527817826718092
1537886492.4662838,7,0.01172287855297327
1537888813.2073536,8,0.011626789346337318
1537891123.1958346,9,0.010473719798028469
1537893436.4608784,10,0.011626789346337318
1537895746.106855,11,0.01124243251979351
1537898065.1837332,12,0.01383684016764164
1537900402.0206692,13,0.01220332458615303
1537902740.0020823,14,0.017488228157162666
1537905076.628295,15,0.014701643027365208
1537907411.1087072,16,0.018160853534936905
1537909744.4089267,17,0.01835303194820881
1537912061.3044553,18,0.010377630591392517
1537914386.2143517,19,0.01700778305530548
1537916713.5430481,20,0.01960219070315361
1537919042.1435108,21,0.018545210361480713
1537921364.7193537,22,0.036802154034376144
1537923690.2280233,23,0.01892956718802452
1537926019.4860752,24,0.029018929228186607
1537928345.302631,25,0.012491592206060886
1537930672.966598,26,0.015662534162402153
1537933001.846559,27,0.018256941810250282
1537935328.9385936,28,0.03372729942202568
1537937673.1503627,29,0.015662534162402153
1537940025.5354626,30,0.0
1537942380.6588387,31,0.0
1537944758.020131,32,0.0
1537947120.744016,33,0.0
1537949482.1082177,34,0.0
1537951819.1579123,35,0.0
